190425 092923.377|CONFIG|Thread-5|setFileHandlers|Now logging to E:\coding\algorithm\CTDLGT mr.Son\pc2Client\bin\logs directory.
190425 093146.161|INFO|Thread-21|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #5267 SERVER0 @ site 1 -> TEAM192 @ site 1
190425 093200.140|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for I C/C++ file: D:\Download\drive-download-20190425T022816Z-001\I_noi_diem.cpp
190425 093200.142|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #7 TEAM192 @ site 1 -> SERVER0 @ site 1
190425 093200.142|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #7 TEAM192 @ site 1 -> SERVER0 @ site 1
190425 093200.724|INFO|Thread-23|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #5283 SERVER0 @ site 1 -> TEAM192 @ site 1
190425 093200.724|INFO|Thread-23|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #5283, o#5283 ) recieveObject
190425 093200.724|INFO|Thread-23|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default-8253455061267767084)
190425 093200.724|INFO|Thread-23|dumpPacket|    To: TEAM192 @ site 1
190425 093200.725|INFO|Thread-23|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 539 QUEUED_FOR_COMPUTER_JUDGEMENT 2943 min 176586570ms from TEAM192 @ site 1 id Run-5797125145955217671 problem I--5399769724048209588 lang C/C++-5994051450948502030
190425 093200.725|INFO|Thread-23|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #5283 SERVER0 @ site 1 -> TEAM192 @ site 1
190425 093200.725|INFO|Thread-23|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #5283, o#5283 ) handlePacket
190425 093200.725|INFO|Thread-23|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default-8253455061267767084)
190425 093200.725|INFO|Thread-23|dumpPacket|    To: TEAM192 @ site 1
190425 093200.725|INFO|Thread-23|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 539 QUEUED_FOR_COMPUTER_JUDGEMENT 2943 min 176586570ms from TEAM192 @ site 1 id Run-5797125145955217671 problem I--5399769724048209588 lang C/C++-5994051450948502030
190425 093201.587|INFO|Thread-23|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #5283 SERVER0 @ site 1 -> TEAM192 @ site 1
